Grass
4
Lickilicky,,515,110,85,95,80,95,50,4,False
Rhyperior,Rock,535,115,140,130,55,55,40,4,False
Tangrowth,,535,100,100,125,110,50,50,4,False
Electivire,,540,75,123,67,95,85,95,4,False
Magmortar,,540,75,95,67,125,95,83,4,False
Togekiss,Flying,545,85,50,95,120,115,80,4,False
Yanmega,Flying,515,86,76,86,116,56,95,4,False
Leafeon,,525,65,110,130,60,65,95,4,False
Glaceon,,525,65,60,110,130,95,65,4,False
Gliscor,Flying,510,75,95,125,45,75,95,4,False
Mamoswine,Ground,530,110,130,80,70,60,80,4,False
Porygon-Z,,535,85,80,70,135,75,90,4,False
Gallade,Fighting,518,68,125,65,65,115,80,4,False
GalladeMega Gallade,Fighting,618,68,165,95,65,115,110,4,False
Probopass,Steel,525,60,55,145,75,150,40,4,False
Dusknoir,,525,45,100,135,65,135,45,4,False
Froslass,Ghost,480,70,80,70,80,70,110,4,False
Rotom,Ghost,440,50,50,77,95,77,91,4,False
RotomHeat Rotom,Fire,520,50,65,107,105,107,86,4,False
RotomWash Rotom,Water,520,50,65,107,105,107,86,4,False
RotomFrost Rotom,Ice,520,50,65,107,105,107,86,4,False
RotomFan Rotom,Flying,520,50,65,107,105,107,86,4,False
RotomMow Rotom,Grass,520,50,65,107,105,107,86,4,False
Uxie,,580,75,75,130,75,130,95,4,True
Mesprit,,580,80,105,105,105,105,80,4,True
Azelf,,580,75,125,70,125,70,115,4,True
Dialga,Dragon,680,100,120,120,150,100,90,4,True
Palkia,Dragon,680,90,120,100,150,120,100,4,True
Heatran,Steel,600,91,90,106,130,106,77,4,True
Regigigas,,670,110,160,110,80,110,100,4,True
GiratinaAltered Forme,Dragon,680,150,100,120,100,120,90,4,True
GiratinaOrigin Forme,Dragon,680,150,120,100,120,100,90,4,True
Cresselia,,600,120,70,120,75,130,85,4,False
Phione,,480,80,80,80,80,80,80,4,False
Manaphy,,600,100,100,100,100,100,100,4,False
Darkrai,,600,70,90,90,135,90,125,4,True
ShayminLand Forme,,600,100,100,100,100,100,100,4,True
ShayminSky Forme,Flying,600,100,103,75,120,75,127,4,True
Arceus,,720,120,120,120,120,120,120,4,True
Victini,Fire,600,100,100,100,100,100,100,5,True
Snivy,,308,45,45,55,45,55,63,5,False
Servine,,413,60,60,75,60,75,83,5,False
Serperior,,528,75,75,95,75,95,113,5,False
Tepig,,308,65,63,45,45,45,45,5,False
Pignite,Fighting,418,90,93,55,70,55,55,5,False
Emboar,Fighting,528,110,123,65,100,65,65,5,False
Oshawott,,308,55,55,45,63,45,45,5,False
Dewott,,413,75,75,60,83,60,60,5,False
Samurott,,528,95,100,85,108,70,70,5,False
Patrat,,255,45,55,39,35,39,42,5,False
Watchog,,420,60,85,69,60,69,77,5,False
Lillipup,,275,45,60,45,25,45,55,5,False
Herdier,,370,65,80,65,35,65,60,5,False
Stoutland,,500,85,110,90,45,90,80,5,False
Purrloin,,281,41,50,37,50,37,66,5,False
Liepard,,446,64,88,50,88,50,106,5,False
Pansage,,316,50,53,48,53,48,64,5,False
Simisage,,498,75,98,63,98,63,101,5,False
Pansear,,316,50,53,48,53,48,64,5,False
Simisear,,498,75,98,63,98,63,101,5,False
Panpour,,316,50,53,48,53,48,64,5,False
Simipour,,498,75,98,63,98,63,101,5,False
Munna,,292,76,25,45,67,55,24,5,False
Musharna,,487,116,55,85,107,95,29,5,False
Pidove,Flying,264,50,55,50,36,30,43,5,False
Tranquill,Flying,358,62,77,62,50,42,65,5,False
Unfezant,Flying,488,80,115,80,65,55,93,5,False
Blitzle,,295,45,60,32,50,32,76,5,False
Zebstrika,,497,75,100,63,80,63,116,5,False
Roggenrola,,280,55,75,85,25,25,15,5,False
Boldore,,390,70,105,105,50,40,20,5,False
Gigalith,,515,85,135,130,60,80,25,5,False
Woobat,Flying,313,55,45,43,55,43,72,5,False
Swoobat,Flying,425,67,57,55,77,55,114,5,False
Drilbur,,328,60,85,40,30,45,68,5,False
Excadrill,Steel,508,110,135,60,50,65,88,5,False
Audino,,445,103,60,86,60,86,50,5,False
AudinoMega Audino,Fairy,545,103,60,126,80,126,50,5,False
Timburr,,305,75,80,55,25,35,35,5,False
Gurdurr,,405,85,105,85,40,50,40,5,False
Conkeldurr,,505,105,140,95,55,65,45,5,False
Tympole,,294,50,50,40,50,40,64,5,False
Palpitoad,Ground,384,75,65,55,65,55,69,5,False
Seismitoad,Ground,509,105,95,75,85,75,74,5,False
Throh,,465,120,100,85,30,85,45,5,False
Sawk,,465,75,125,75,30,75,85,5,False
Sewaddle,Grass,310,45,53,70,40,60,42,5,False
Swadloon,Grass,380,55,63,90,50,80,42,5,False
Leavanny,Grass,500,75,103,80,70,80,92,5,False
Venipede,Poison,260,30,45,59,30,39,57,5,False
Whirlipede,Poison,360,40,55,99,40,79,47,5,False
Scolipede,Poison,485,60,100,89,55,69,112,5,False
Cottonee,Fairy,280,40,27,60,37,50,66,5,False
Whimsicott,Fairy,480,60,67,85,77,75,116,5,False
Petilil,,280,45,35,50,70,50,30,5,False
Lilligant,,480,70,60,75,110,75,90,5,False
Basculin,,460,70,92,65,80,55,98,5,False
Sandile,Dark,292,50,72,35,35,35,65,5,False
Krokorok,Dark,351,60,82,45,45,45,74,5,False
Krookodile,Dark,519,95,117,80,65,70,92,5,False
Darumaka,,315,70,90,45,15,45,50,5,False
DarmanitanStandard Mode,,480,105,140,55,30,55,95,5,False
DarmanitanZen Mode,Psychic,540,105,30,105,140,105,55,5,False
Maractus,,461,75,86,67,106,67,60,5,False
Dwebble,Rock,325,50,65,85,35,35,55,5,False
Crustle,Rock,475,70,95,125,65,75,45,5,False
Scraggy,Fighting,348,50,75,70,35,70,48,5,False
Scrafty,Fighting,488,65,90,115,45,115,58,5,False
Sigilyph,Flying,490,72,58,80,103,80,97,5,False
Yamask,,303,38,30,85,55,65,30,5,False
Cofagrigus,,483,58,50,145,95,105,30,5,False
Tirtouga,Rock,355,54,78,103,53,45,22,5,False
Carracosta,Rock,495,74,108,133,83,65,32,5,False
Archen,Flying,401,55,112,45,74,45,70,5,False
Archeops,Flying,567,75,140,65,112,65,110,5,False
Trubbish,,329,50,50,62,40,62,65,5,False
Garbodor,,474,80,95,82,60,82,75,5,False
Zorua,,330,40,65,40,80,40,65,5,False
Zoroark,,510,60,105,60,120,60,105,5,False
Minccino,,300,55,50,40,40,40,75,5,False
Cinccino,,470,75,95,60,65,60,115,5,False
Gothita,,290,45,30,50,55,65,45,5,False
Gothorita,,390,60,45,70,75,85,55,5,False
Gothitelle,,490,70,55,95,95,110,65,5,False
Solosis,,290,45,30,40,105,50,20,5,False
Duosion,,370,65,40,50,125,60,30,5,False
Reuniclus,,490,110,65,75,125,85,30,5,False
Ducklett,Flying,305,62,44,50,44,50,55,5,False
Swanna,Flying,473,75,87,63,87,63,98,5,False
Vanillite,,305,36,50,50,65,60,44,5,False
Vanillish,,395,51,65,65,80,75,59,5,False
Vanilluxe,,535,71,95,85,110,95,79,5,False
Deerling,Grass,335,60,60,50,40,50,75,5,False
Sawsbuck,Grass,475,80,100,70,60,70,95,5,False
Emolga,Flying,428,55,75,60,75,60,103,5,False
Karrablast,,315,50,75,45,40,45,60,5,False
Escavalier,Steel,495,70,135,105,60,105,20,5,False
Foongus,Poison,294,69,55,45,55,55,15,5,False
Amoonguss,Poison,464,114,85,70,85,80,30,5,False
Frillish,Ghost,335,55,40,50,65,85,40,5,False
Jellicent,Ghost,480,100,60,70,85,105,60,5,False
Alomomola,,470,165,75,80,40,45,65,5,False
Joltik,Electric,319,50,47,50,57,50,65,5,False
Galvantula,Electric,472,70,77,60,97,60,108,5,False
Ferroseed,Steel,305,44,50,91,24,86,10,5,False
Ferrothorn,Steel,489,74,94,131,54,116,20,5,False
Klink,,300,40,55,70,45,60,30,5,False
Klang,,440,60,80,95,70,85,50,5,False
Klinklang,,520,60,100,115,70,85,90,5,False
Tynamo,,275,35,55,40,45,40,60,5,False
Eelektrik,,405,65,85,70,75,70,40,5,False
Eelektross,,515,85,115,80,105,80,50,5,False
Elgyem,,335,55,55,55,85,55,30,5,False
Beheeyem,,485,75,75,75,125,95,40,5,False
Litwick,Fire,275,50,30,55,65,55,20,5,False
Lampent,Fire,370,60,40,60,95,60,55,5,False
Chandelure,Fire,520,60,55,90,145,90,80,5,False
Axew,,320,46,87,60,30,40,57,5,False
Fraxure,,410,66,117,70,40,50,67,5,False
Haxorus,,540,76,147,90,60,70,97,5,False
Cubchoo,,305,55,70,40,60,40,40,5,False
Beartic,,485,95,110,80,70,80,50,5,False
Cryogonal,,485,70,50,30,95,135,105,5,False
Shelmet,,305,50,40,85,40,65,25,5,False
Accelgor,,495,80,70,40,100,60,145,5,False
Stunfisk,Electric,471,109,66,84,81,99,32,5,False
Mienfoo,,350,45,85,50,55,50,65,5,False
Mienshao,,510,65,125,60,95,60,105,5,False
Druddigon,,485,77,120,90,60,90,48,5,False
Golett,Ghost,303,59,74,50,35,50,35,5,False
Golurk,Ghost,483,89,124,80,55,80,55,5,False
Pawniard,Steel,340,45,85,70,40,40,60,5,False
Bisharp,Steel,490,65,125,100,60,70,70,5,False
Bouffalant,,490,95,110,95,40,95,55,5,False
Rufflet,Flying,350,70,83,50,37,50,60,5,False
Braviary,Flying,510,100,123,75,57,75,80,5,False
Vullaby,Flying,370,70,55,75,45,65,60,5,False
Mandibuzz,Flying,510,110,65,105,55,95,80,5,False
Heatmor,,484,85,97,66,105,66,65,5,False
Durant,Steel,484,58,109,112,48,48,109,5,False
Deino,Dragon,300,52,65,50,45,50,38,5,False
Zweilous,Dragon,420,72,85,70,65,70,58,5,False
Hydreigon,Dragon,600,92,105,90,125,90,98,5,False
Larvesta,Fire,360,55,85,55,50,55,60,5,False
Volcarona,Fire,550,85,60,65,135,105,100,5,False
Cobalion,Fighting,580,91,90,129,90,72,108,5,True
Terrakion,Fighting,580,91,129,90,72,90,108,5,True
Virizion,Fighting,580,91,90,72,90,129,108,5,True
Flying
98
TornadusIncarnate Forme,,580,79,115,70,125,80,111,5,True
TornadusTherian Forme,,580,79,100,80,110,90,121,5,True
ThundurusIncarnate Forme,Flying,580,79,115,70,125,80,111,5,True
ThundurusTherian Forme,Flying,580,79,105,70,145,80,101,5,True
Reshiram,Fire,680,100,120,100,150,120,90,5,True
Zekrom,Electric,680,100,150,120,120,100,90,5,True
LandorusIncarnate Forme,Flying,600,89,125,90,115,80,101,5,True
LandorusTherian Forme,Flying,600,89,145,90,105,80,91,5,True
Kyurem,Ice,660,125,130,90,130,90,95,5,True
KyuremBlack Kyurem,Ice,700,125,170,100,120,90,95,5,True
KyuremWhite Kyurem,Ice,700,125,120,90,170,100,95,5,True
KeldeoOrdinary Forme,Fighting,580,91,72,90,129,90,108,5,False
KeldeoResolute Forme,Fighting,580,91,72,90,129,90,108,5,False
MeloettaAria Forme,Psychic,600,100,77,77,128,128,90,5,False
MeloettaPirouette Forme,Fighting,600,100,128,90,77,77,128,5,False
Genesect,Steel,600,71,120,95,120,95,99,5,False
Chespin,,313,56,61,65,48,45,38,6,False
Quilladin,,405,61,78,95,56,58,57,6,False
Chesnaught,Fighting,530,88,107,122,74,75,64,6,False
Fennekin,,307,40,45,40,62,60,60,6,False
Braixen,,409,59,59,58,90,70,73,6,False
Delphox,Psychic,534,75,69,72,114,100,104,6,False
Froakie,,314,41,56,40,62,44,71,6,False
Frogadier,,405,54,63,52,83,56,97,6,False
Greninja,Dark,530,72,95,67,103,71,122,6,False
Bunnelby,,237,38,36,38,32,36,57,6,False
Diggersby,Ground,423,85,56,77,50,77,78,6,False
Fletchling,Flying,278,45,50,43,40,38,62,6,False
Fletchinder,Flying,382,62,73,55,56,52,84,6,False
Talonflame,Flying,499,78,81,71,74,69,126,6,False
Scatterbug,,200,38,35,40,27,25,35,6,False
Spewpa,,213,45,22,60,27,30,29,6,False
Vivillon,Flying,411,80,52,50,90,50,89,6,False
Litleo,Normal,369,62,50,58,73,54,72,6,False
Pyroar,Normal,507,86,68,72,109,66,106,6,False
Flabébé,,303,44,38,39,61,79,42,6,False
Floette,,371,54,45,47,75,98,52,6,False
Florges,,552,78,65,68,112,154,75,6,False
Skiddo,,350,66,65,48,62,57,52,6,False
Gogoat,,531,123,100,62,97,81,68,6,False
Pancham,,348,67,82,62,46,48,43,6,False
Pangoro,Dark,495,95,124,78,69,71,58,6,False
Furfrou,,472,75,80,60,65,90,102,6,False
Espurr,,355,62,48,54,63,60,68,6,False
MeowsticMale,,466,74,48,76,83,81,104,6,False
MeowsticFemale,,466,74,48,76,83,81,104,6,False
Honedge,Ghost,325,45,80,100,35,37,28,6,False
Doublade,Ghost,448,59,110,150,45,49,35,6,False
AegislashBlade Forme,Ghost,520,60,150,50,150,50,60,6,False
AegislashShield Forme,Ghost,520,60,50,150,50,150,60,6,False
Spritzee,,341,78,52,60,63,65,23,6,False
Aromatisse,,462,101,72,72,99,89,29,6,False
Swirlix,,341,62,48,66,59,57,49,6,False
Slurpuff,,480,82,80,86,85,75,72,6,False
Inkay,Psychic,288,53,54,53,37,46,45,6,False
Malamar,Psychic,482,86,92,88,68,75,73,6,False
Binacle,Water,306,42,52,67,39,56,50,6,False
Barbaracle,Water,500,72,105,115,54,86,68,6,False
Skrelp,Water,320,50,60,60,60,60,30,6,False
Dragalge,Dragon,494,65,75,90,97,123,44,6,False
Clauncher,,330,50,53,62,58,63,44,6,False
Clawitzer,,500,71,73,88,120,89,59,6,False
Helioptile,Normal,289,44,38,33,61,43,70,6,False
Heliolisk,Normal,481,62,55,52,109,94,109,6,False
Tyrunt,Dragon,362,58,89,77,45,45,48,6,False
Tyrantrum,Dragon,521,82,121,119,69,59,71,6,False
Amaura,Ice,362,77,59,50,67,63,46,6,False
Aurorus,Ice,521,123,77,72,99,92,58,6,False
Sylveon,,525,95,65,65,110,130,60,6,False
Hawlucha,Flying,500,78,92,75,74,63,118,6,False
Dedenne,Fairy,431,67,58,57,81,67,101,6,False
Carbink,Fairy,500,50,50,150,50,150,50,6,False
Goomy,,300,45,50,35,55,75,40,6,False
Sliggoo,,452,68,75,53,83,113,60,6,False
Goodra,,600,90,100,70,110,150,80,6,False
Klefki,Fairy,470,57,80,91,80,87,75,6,False
Phantump,Grass,309,43,70,48,50,60,38,6,False
Trevenant,Grass,474,85,110,76,65,82,56,6,False
PumpkabooAverage Size,Grass,335,49,66,70,44,55,51,6,False
PumpkabooSmall Size,Grass,335,44,66,70,44,55,56,6,False
PumpkabooLarge Size,Grass,335,54,66,70,44,55,46,6,False
PumpkabooSuper Size,Grass,335,59,66,70,44,55,41,6,False
GourgeistAverage Size,Grass,494,65,90,122,58,75,84,6,False
GourgeistSmall Size,Grass,494,55,85,122,58,75,99,6,False
GourgeistLarge Size,Grass,494,75,95,122,58,75,69,6,False
GourgeistSuper Size,Grass,494,85,100,122,58,75,54,6,False
Bergmite,,304,55,69,85,32,35,28,6,False
Avalugg,,514,95,117,184,44,46,28,6,False
Noibat,Dragon,245,40,30,35,45,40,55,6,False
Noivern,Dragon,535,85,70,80,97,80,123,6,False
Xerneas,,680,126,131,95,131,98,99,6,True
Yveltal,Flying,680,126,131,95,131,98,99,6,True
Zygarde50% Forme,Ground,600,108,100,121,81,95,95,6,True
Diancie,Fairy,600,50,100,150,100,150,50,6,True
DiancieMega Diancie,Fairy,700,50,160,110,160,110,110,6,True
HoopaHoopa Confined,Ghost,600,80,110,60,150,130,70,6,True
HoopaHoopa Unbound,Dark,680,80,160,60,170,130,80,6,True
Volcanion,Water,600,80,110,120,130,90,70,6,True
